model_type,config_name,train_f1,test_f1,overfitting_gap_f1,train_auroc,test_auroc,overfitting_gap_auroc,train_score,test_score,overfitting_gap_score
StackingRF,Level-4,0.7787036224892553,0.7625649913344887,0.016138631154766547,0.7525700702906375,0.7227790994801304,0.029790970810507078,0.7656368463899463,0.7426720454073096,0.022964800982636757
StackingRF,Level-3,0.7769075068203819,0.762993762993763,0.013913743826618918,0.7526482383271269,0.7228777865891267,0.029770451738000192,0.7647778725737544,0.7429357747914449,0.0218420977823095
StackingRF,Level-2,0.779828667314316,0.7620041753653445,0.01782449194897151,0.7589938688495692,0.7226249008723236,0.03636896797724565,0.7694112680819426,0.7423145381188341,0.027096729963108523
StackingRF,Level-1,0.7783783783783784,0.7603074772886094,0.018070901089769054,0.7597780281162549,0.7226315093840866,0.03714651873216834,0.7690782032473167,0.7414694933363479,0.027608709910968754
StackingRF,Level0,0.7853292090145824,0.7633321714883234,0.021997037526258922,0.7736023400832911,0.7249744470878491,0.04862789299544201,0.7794657745489367,0.7441533092880863,0.03531246526085041
StackingRF,Level1,0.790792026812489,0.7640918580375783,0.02670016877491066,0.7889188958420554,0.7236664023261961,0.06525249351585938,0.7898554613272721,0.7438791301818872,0.04597633114538491
StackingRF,Level2,0.7997881355932204,0.763661677688827,0.036126457904393394,0.8105143170350131,0.7238849237818309,0.0866293932531822,0.8051512263141167,0.7437733007353289,0.06137792557878785
StackingRF,Level3,0.8214634146341463,0.7613082811412665,0.06015513349287982,0.8635034594451667,0.7248999911886511,0.1386034682565156,0.8424834370396566,0.7431041361649589,0.0993793008746977
StackingRF,Level4,0.8558213999822112,0.7613754775963877,0.0944459223858235,0.9207408611153955,0.7212274209181425,0.19951344019725303,0.8882811305488034,0.7413014492572652,0.14697968129153827
StackingRF,Level5,0.9190166305133767,0.7623349548297429,0.15668167568363378,0.980254500583919,0.7186756542426646,0.2615788463412545,0.9496355655486479,0.7405053045362038,0.20913026101244414
StackingRF,Level6,0.9725578345977335,0.7574171029668412,0.2151407316308923,0.9990749289381486,0.7130055511498811,0.2860693777882676,0.9858163817679411,0.7352113270583611,0.25060505470957994
StackingRF,Level7,0.9917970240366273,0.7538461538461538,0.23795087019047345,0.9999524601723113,0.709549740065204,0.2904027201071073,0.9958747421044694,0.7316979469556789,0.26417679514879044
StackingRF,Level8,0.9988474836726854,0.7524613220815752,0.24638616159111015,0.999999889826587,0.7062252180808882,0.2937746717456988,0.9994236867496362,0.7293432700812317,0.27008041666840454
StackingRF,Level9,1.0,0.747887323943662,0.252112676056338,1.0,0.7019561194818926,0.2980438805181074,1.0,0.7249217217127772,0.27507827828722275
StackingRF,Level10,1.0,0.7443502824858758,0.25564971751412424,1.0,0.7020887302846066,0.2979112697153934,1.0,0.7232195063852411,0.27678049361475887
StackingRF,Level11,1.0,0.7435260730755587,0.25647392692444126,1.0,0.7021931447704644,0.29780685522953565,1.0,0.7228596089230115,0.2771403910769885
StackingRF,Level12,1.0,0.7437079049982276,0.2562920950017724,1.0,0.702076834963433,0.297923165036567,1.0,0.7228923699808303,0.2771076300191697
StackingRF,Level13,1.0,0.7450424929178471,0.2549575070821529,1.0,0.7019891620407085,0.2980108379592915,1.0,0.7235158274792778,0.2764841725207222
StackingRF,Level14,1.0,0.7461946902654867,0.2538053097345133,1.0,0.7014516697506389,0.2985483302493611,1.0,0.7238231800080628,0.2761768199919372
